jobid,title,employer,location,salary,description,tags,url,date,weeknum
126886,Devops Guru,Arachnys,"London, UK",Provides Equity,"Our infrastructure spans at least six data centres, dozens of physical and virtual instances, and a…","[""docker"",""ansible"",""kubernetes"",""mesos"",""python"",""sysadmin""]",/jobs/126886/devops-guru-arachnys,2016-10-14,41
126885,Senior Systems Engineer,DataXu,"Boston, MA",Provides Equity,DataXu’s vision is to make marketing better using data science. The world’s top brands and agencies…,"[""python"",""javascript"",""postgresql"",""mysql""]",/jobs/126885/senior-systems-engineer-dataxu,2016-10-14,41
126884,Enterprise CMS Developer,U.S. News & World Report,"Washington, DC",,U.S. News & World Report is looking for a senior Enterprise Content Management System Developer to join…,"[""postgresql"",""oracle"",""java"",""python"",""ruby""]",/jobs/126884/enterprise-cms-developer-us-news-world-report,2016-10-14,41
126883,Senior Data Engineer,YogaGlo,"Santa Monica, CA",,We’re looking for a passionate data engineer who is a self-starter but can also work in a collaborative…,"[""database-administration"",""amazon-redshift"",""postgresql"",""azure"",""amazon-web-services"",""sysadmin""]",/jobs/126883/senior-data-engineer-yogaglo,2016-10-14,41
126802,Front End Developer,Rylem,"Seattle, WA",,This company is among the world’s leading creators and distributors of award-winning still imagery…,"[""javascript"",""angularjs""]",/jobs/126802/front-end-developer-rylem,2016-10-14,41
126811,Full Stack JavaScript Developer,Holland & Hart,"Boulder, CO","$70,000 - 85,000",Holland & Hart is dedicated to developing cutting edge technology to improve the way we operate. We need…,"[""javascript"",""jquery"",""d3.js"",""node.js"",""html5""]",/jobs/126811/full-stack-javascript-developer-holland-hart,2016-10-14,41
126808,Senior Software Developer,Praemium,"Melbourne, Australia","$80,000 - 120,000",Are you a passionate software engineer with financial services experience looking to make a real…,"["".net"",""c#"",""sql""]",/jobs/126808/senior-software-developer-praemium,2016-10-14,41
126810,Sr. Dynamics CRM Administrator,PEAK 15 Systems,"Carlsbad, CA",,"We are looking for a highly skilled, versatile individual with a deep understanding of the Microsoft…","[""dynamics-crm"",""azure"",""pci-dss"",""sysadmin""]",/jobs/126810/sr-dynamics-crm-administrator-peak-15-systems,2016-10-14,41
126807,Software Developers - Bangkok - Finance IT Development ,Big Wednesday Digital,"Bangkok, Thailand",,"Agoda, Asia's Leading OTA (Online Travel Agent) is looking for top talent to relocate to Bangkok,…","[""c#"",""c++"",""java"",""sql"",""nosql""]",/jobs/126807/software-developers-bangkok-finance-it-big-wednesday-digital,2016-10-14,41
126806,Senior Web Security Engineer (Ethical Hacker) - Bangkok,Big Wednesday Digital,"Bangkok, Thailand",," About AgodaAgoda is the largest and fastest growing online hotel booking platform in Asia. And as a…","[""ceh"",""powershell"",""penetration"",""ethical-hacker""]",/jobs/126806/senior-web-security-engineer-ethical-hacker-big-wednesday-digital,2016-10-14,41
126805,Senior Software Engineer,Curious.com,"Menlo Park, CA",Provides Equity,"About Curious 
“Curious has mastered making learning addictive.” -- PandoDaily
“A Netflix For…","[""ruby-on-rails"",""ios"",""objective-c"",""jquery""]",/jobs/126805/senior-software-engineer-curiouscom,2016-10-14,41
126803,Software Engineer - (ElasticSearch/ Solr/ Lucene) - Bangkok,Big Wednesday Digital,"Bangkok, Thailand",,"Overview:Do you have any experience within Text Search, NLP, ElasticSearch/Solr/Lucene and associated…","[""elastic-search"",""solr"",""lucene"",""agile""]",/jobs/126803/software-engineer-elasticsearch-solr-lucene-big-wednesday-digital,2016-10-14,41
126804,Data Engineer - Asia's leading OTA - Agoda,Big Wednesday Digital,"Bangkok, Thailand",,Overview:Our Bangkok team is looking for top quality passionate engineers to build products across our…,"[""linux"",""java"",""scala"",""python""]",/jobs/126804/data-engineer-asias-leading-ota-agoda-big-wednesday-digital,2016-10-14,41
126711,Java developer role with Multimedia company in Seattle!,Rylem,"Seattle, WA",,"Java Developer
This company is among the world’s leading creators and distributors of award…","[""java"",""spring"",""soap""]",/jobs/126711/java-developer-role-with-multimedia-company-in-rylem,2016-10-14,41
126800,"Security Engineer, Operations Center",NWEA,"Portland, OR",,NWEA has an exciting new opening for Security Engineer within our Enterprise Information Security team…,"[""rsa"",""soc"",""splunk""]",/jobs/126800/security-engineer-operations-center-nwea,2016-10-14,41
126845,Architecte Logiciel Drone H/F,Safran Electronics & Defense,"Éragny, France",,"Safran Electronics & Defense développe et conçoit le système de drones tactiques Patroller, sélectionné…","[""c"",""java""]",/jobs/126845/architecte-logiciel-drone-h-f-safran-electronics-defense,2016-10-14,41
78239,Toronto Front-end Web Designer - On-Site Only,Therefore Interactive,"Toronto, ON, Canada","$55,000 - 70,000",We're looking for a front-end developer who's ready to build big sites to join our team at our Toronto…,"[""user-experience"",""drupal"",""sass"",""twitter-bootstrap"",""zurb-foundation""]",/jobs/78239/toronto-front-end-web-designer-on-site-only-therefore-interactive,2016-10-14,41
126855,Java Softwareentwickler f. Kundenprojekte (m/w),Salomon Automation GmbH,"Dortmund, Deutschland",,"
Designerstellung, Realisierung und Testdurchführung für unsere Logistiksysteme
Inbetriebnahme von…","[""java"",""oracle"",""unix"",""linux""]",/jobs/126855/java-softwareentwickler-f-kundenprojekte-m-w-salomon-automation-gmbh,2016-10-14,41
105214,Implementation Engineer,InFlight Corporation,"Kitchener, ON, Canada",,It’s an exciting time to join InFlight – we’re rapidly growing our stable of Fortune 500 customers and…,"[""bootstrap"",""jquery"",""json"",""javascript"",""asp.net""]",/jobs/105214/implementation-engineer-inflight-corporation,2016-10-14,41
126854,Entry/Mid Level QA Analyst,DataFinch Technologies,"Atlanta, GA","$40,000 - 70,000","**NO RECRUITERS PLEASE**They say there’s no such thing as perfect, but you know that’s because they’re…","[""qa"",""quality-assurance"",""tester""]",/jobs/126854/entry-mid-level-qa-analyst-datafinch-technologies,2016-10-14,41
115343,Principal Architect I,Concur,"Vienna, VA",,"Shape the future of SaaS architecture
If you want to take the front seat in shaping future architecture…","[""sql"",""java"",""saas"",""progress""]",/jobs/115343/principal-architect-i-concur,2016-10-14,41
70082,Java Web Developer (Remote),O'Reilly Auto Parts,"Springfield, MO",,Do you want to be a part of one of the top 10 best retail companies to work for? Do you want to join a…,"[""java"",""mysql"",""spring"",""hibernate"",""twitter-bootstrap""]",/jobs/70082/java-web-developer-remote-oreilly-auto-parts,2016-10-14,41
126853,Senior Ruby Backend Engineer (m/f) for AppLift,AppLift,"Berlin, Germany","€50,000 - 60,000","The AppLift Engineering team works on a full-stack self-serve demand platform, which includes real-time…","[""ruby-on-rails"",""ruby"",""go"",""scala""]",/jobs/126853/senior-ruby-backend-engineer-m-f-for-applift-applift,2016-10-14,41
124837,QA Analyst,Financial Times,"London, UK",,"Projects you will work on: 
The Environments programme is responsible for providing the best user…","[""tdd"",""bdd"",""unix"",""testing"",""integration-testing""]",/jobs/124837/qa-analyst-financial-times,2016-10-14,41
118483,Senior Customer Support Engineer,Fugue Inc,"Washington, DC",,"As a Fugue Customer Support Engineer you will…

Act as the primary point of contact for customers…","[""amazon-web-services"",""amazon-ec2"",""cloud"",""azure""]",/jobs/118483/senior-customer-support-engineer-fugue-inc,2016-10-14,41
124835,Senior Backend Engineer (m/w) bei Chip in München,Hubert Burda Media München,"München, Deutschland",,"Was Dich bei uns erwartet …
<?php if(($iKnowSymfony2 === true || $iKnowPHP === true || $iKnowmySQL ===…","[""informatica"",""e-commerce"",""php"",""mysql"",""tdd""]",/jobs/124835/senior-backend-engineer-m-w-bei-chip-in-m%C3%BCnchen-hubert-burda-media-m%C3%BCnchen,2016-10-14,41
118482,Senior Solutions Architect,Fugue Inc,"San Francisco, CA",Provides Equity,"As a Fugue SA you will…

Be the go-to expert on all of Fugue’s product offerings
Listen to our…","[""amazon-web-services"",""cloud"",""amazon-ec2""]",/jobs/118482/senior-solutions-architect-fugue-inc,2016-10-14,41
118481,IT Enterprise Architekt/-in,AUDI AG,"Ingolstadt, Germany",,"Durch die zunehmende Digitalisierung verändern sich nicht nur Geschäftsmodelle und Produkte, auch die IT…","[""architecture"",""sap"",""bigdata"",""cloud"",""mdm""]",/jobs/118481/it-enterprise-architekt-in-audi-ag,2016-10-14,41
126851,Lead Back-end Developer (Ruby),Parliamentary Digital Service,"London, UK","£49,500 - 62,023","What we're looking for:
An experienced Ruby developer to join our growing Development team. You will…","[""ruby"",""ruby-on-rails"",""agile"",""git"",""rest""]",/jobs/126851/lead-back-end-developer-ruby-parliamentary-digital-service,2016-10-14,41
124833,Symfony or Magento developer,H1 Webdevelopment,"Rotterdam, Netherlands","€30,000 - 48,000",We are looking for a PHP developer with either a lot of Symfony experience or experience with custom…,"[""symfony"",""magento"",""elasticsearch"",""bigdata"",""git""]",/jobs/124833/symfony-or-magento-developer-h1-webdevelopment,2016-10-14,41
109071,"Senior Software Development Engineer, AWS Networking",Amazon,"Dublin, Ireland",,Amazon is looking for Software Development Engineers to build the software that monitors one of the…,"[""python"",""java"",""linux""]",/jobs/109071/senior-software-development-engineer-aws-amazon,2016-10-14,41
124832,Data Engineer (m/w) E-Commerce bei Chip in München,Hubert Burda Media München,"München, Deutschland",,"Was Dich bei uns erwartet …
if(($iKnowDataExtraction === true || $iKnowETL === true || $iKnowPIM ===…","[""e-commerce"",""informatica"",""rest"",""json"",""database""]",/jobs/124832/data-engineer-m-w-e-commerce-bei-chip-in-m%C3%BCnchen-hubert-burda-media-m%C3%BCnchen,2016-10-14,41
126848,Software Architect (m/w) Webanwendungen,Schwäbische Werkzeugmaschinen GmbH,"Schramberg, Deutschland",,FÜR UNSERE AKTUELLEN UND ZUKÜNFTIGEN HERAUSFORDERUNGEN SUCHEN WIR ZUM NÄCHSTMÖGLICHEN TERMIN…,"[""sql"",""nosql"",""rest"",""websocket""]",/jobs/126848/software-architect-m-w-webanwendungen-schw%C3%A4bische-werkzeugmaschinen,2016-10-14,41
118478,C# Software Developer,Kalixa,"Stanstead Abbotts, UK","£45,000 - 55,000","Highly scalable ,Multithreaded, Parallel systems, C#.NET 4.5....... No these are not just listed to…","[""c#"","".net"",""wcf"",""design-patterns"",""model-view-controller""]",/jobs/118478/c-sharp-software-developer-kalixa,2016-10-14,41
126847,Senior Full Stack Engineer,Load Impact,"Stockholm, Sweden",,We are looking for a full stack engineer to join our engineering team. As a full stack engineer you are…,"[""python"",""ember.js"",""django"",""django-rest-framework"",""d3.js""]",/jobs/126847/senior-full-stack-engineer-load-impact,2016-10-14,41
118463,Java Developers,Datalex,"Dublin, Ireland",,"Datalex is an industry leader, we're shaking up the way you will shop for travel products and we're…","[""java"",""rest"",""xml"",""webservices"",""database""]",/jobs/118463/java-developers-datalex,2016-10-14,41
126846,React Web developer,Magine,"Stockholm, Sweden",,Magine is looking for a skilled React developer who will join one of our cross…,"[""reactjs"",""angularjs""]",/jobs/126846/react-web-developer-magine,2016-10-14,41
124830,C++ Database Developer,ESET,"Kraków, Poland",,"What does working as C++ Database Developer entail?
Database Developer will be working on a new…","[""c++"",""mysql"",""sqlite"",""git"",""jira""]",/jobs/124830/c-plus-plus-database-developer-eset,2016-10-14,41
126877,Senior Principal Software Engineer,Zocdoc,"New York, NY",Provides Equity,Have you taken a good system and made it great? Do you think about data and APIs in the shower and…,"[""c#"",""scala"",""amazon-web-services"",""docker"",""reactjs""]",/jobs/126877/senior-principal-software-engineer-zocdoc,2016-10-14,41
126868,iOS Developer,Autoimmune Citizen Science,"Columbus, OH","$45,000 - 75,000

                                / 
Provides Equity",There are an estimated 50 million Americans with at least one or more autoimmune diseases; that's about…,"[""swift"",""cocoa-touch"",""realm"",""crashlytics"",""git""]",/jobs/126868/ios-developer-autoimmune-citizen-science,2016-10-14,41
126881,"C# Software Developer (Senior, Intermediate, or Junior)",Archon Systems,"Toronto, ON, Canada",,"Build new cloud technology AND work from home 2 days a week?
Yes and yes?  Read on!
Who are we
We’re…","[""c#""]",/jobs/126881/c-sharp-software-developer-senior-intermediate-or-archon-systems,2016-10-14,41
126880,Lead Programmer Analyst (Production Support),T. Rowe Price,"Baltimore, MD",,The Lead Programmer Analyst (LPA) is responsible for the service support and service delivery of product…,"[""sql"",""perl"",""python"",""unix"",""java""]",/jobs/126880/lead-programmer-analyst-production-support-t-rowe-price,2016-10-14,41
126879," Front-End UI Developer",RiskMatch,"Greenwich, CT","$60,000 - 80,000

                                / 
Provides Equity",Work in a fast-moving development environment building tools that will change the future of the…,"[""reactjs"",""javascript"",""angularjs"",""css"",""html""]",/jobs/126879/front-end-ui-developer-riskmatch,2016-10-14,41
116065,Senior/Principal Software Engineer - Make a Difference With Leonardo,Leonardo,"Edinburgh, UK",,"About the role
The Software Engineering function in Edinburgh have multiple opportunities for software…","[""c++"",""doors"",""rhapsody"",""uml"",""mde""]",/jobs/116065/senior-principal-software-engineer-make-a-leonardo,2016-10-14,41
116270,Software Engineers - Make A Difference With Leonardo,Leonardo,"Luton, UK",,We are looking for motivated and adaptable Software Engineers to join our growing software community at…,"[""c++"",""rhapsody"",""rational-rose"",""artisan"",""rtos""]",/jobs/116270/software-engineers-make-a-difference-with-leonardo,2016-10-14,41
